Food_ID,Food_Name,Alias,Category,Meal_Type,Serving_Size,Calories_kcal,Protein_g,Carbs_g,Fat_g,Fiber_g,Sugar_g,Sodium_mg,Veg_NonVeg,Health_Rating,WeightLoss,MuscleGain,WeightGain,HealthyLifestyle
602,Missi Roti,Missi Roti,Bread,"Lunch,Dinner",1 Medium (55g),165,6.0,24.0,5.0,4.0,1.5,230,Veg,A,Yes,Yes,Moderate,Yes
603,Besan Roti,Besan Roti,Bread,"Lunch,Dinner",1 Medium (50g),145,6.0,20.0,4.0,4.0,1.2,200,Veg,A,Yes,Yes,Moderate,Yes
604,Multigrain Roti,Multigrain Roti,Bread,"Lunch,Dinner",1 Medium (40g),118,4.0,22.0,1.5,4.0,0.5,130,Veg,A,Yes,No,Moderate,Yes
605,High Protein Roti,High Protein Roti,Bread,"Lunch,Dinner",1 Medium (45g),135,8.0,18.0,3.0,5.0,0.5,160,Veg,A,Yes,Yes,Yes,Yes
606,Jowar Roti,Jowar Roti,Bread,"Lunch,Dinner",1 Medium (45g),120,3.5,24.0,1.2,3.5,0.4,100,Veg,A,Yes,No,Moderate,Yes
607,Bajra Roti,Bajra Roti,Bread,"Lunch,Dinner",1 Medium (50g),135,4.0,26.0,2.0,4.0,0.4,110,Veg,A,Yes,No,Moderate,Yes
608,Makki Ki Roti,Makki Ki Roti,Bread,"Lunch,Dinner",1 Medium (55g),155,4.0,30.0,2.5,3.0,0.6,120,Veg,B,Moderate,No,Moderate,Yes
610,Nachni Roti,Nachni Roti,Bread,"Lunch,Dinner",1 Medium (45g),125,3.5,24.0,1.5,4.0,0.4,100,Veg,A,Yes,No,Moderate,Yes
611,Bhakri,Bhakri,Bread,"Lunch,Dinner",1 Medium (55g),145,4.0,28.0,2.0,4.0,0.5,120,Veg,A,Yes,No,Moderate,Yes
612,Jowar Bhakri,Jowar Bhakri,Bread,"Lunch,Dinner",1 Medium (55g),140,4.0,27.0,2.0,4.0,0.4,110,Veg,A,Yes,No,Moderate,Yes
613,Bajra Bhakri,Bajra Bhakri,Bread,"Lunch,Dinner",1 Medium (55g),145,4.0,28.0,2.0,4.0,0.5,110,Veg,A,Yes,No,Moderate,Yes
614,Ragi Bhakri,Ragi Bhakri,Bread,"Lunch,Dinner",1 Medium (55g),140,4.0,27.0,2.0,4.0,0.5,110,Veg,A,Yes,No,Moderate,Yes
615,Rice Bhakri,Rice Bhakri,Bread,"Lunch,Dinner",1 Medium (55g),150,3.0,31.0,1.5,2.0,0.3,100,Veg,A,Yes,No,Moderate,Yes
616,Rice Roti,Rice Roti,Bread,"Lunch,Dinner",1 Medium (45g),120,2.5,25.0,0.8,2.0,0.2,90,Veg,A,Yes,No,Moderate,Yes
618,Jolada Roti,Jolada Roti,Bread,"Lunch,Dinner",1 Medium (50g),125,3.5,24.0,1.5,3.5,0.4,100,Veg,A,Yes,No,Moderate,Yes
620,Nachni Bhakri,Nachni Bhakri,Bread,"Lunch,Dinner",1 Medium (55g),140,4.0,27.0,2.0,4.0,0.5,110,Veg,A,Yes,No,Moderate,Yes
621,Stuffed Plain Roti,Stuffed Plain Roti,Bread,"Lunch,Dinner",1 Medium (50g),140,4.0,24.0,3.0,3.0,0.5,150,Veg,B,Moderate,No,Moderate,Yes
622,Soft Chapati,Soft Chapati,Bread,"Lunch,Dinner",1 Medium (35g),100,3.2,20.0,0.5,3.0,0.3,110,Veg,A,Yes,No,Moderate,Yes
623,Thin Chapati,Thin Chapati,Bread,"Lunch,Dinner",1 Medium (30g),85,2.8,17.0,0.4,2.5,0.3,90,Veg,A,Yes,No,Moderate,Yes
624,Homemade Roti,Homemade Roti,Bread,"Lunch,Dinner",1 Medium (35g),102,3.2,20.0,0.5,3.0,0.4,110,Veg,A,Yes,No,Moderate,Yes
625,Ghee Roti,Ghee Roti,Bread,"Lunch,Dinner",1 Medium (40g),135,3.5,20.0,4.0,3.0,0.4,150,Veg,B,Moderate,No,Yes,Moderate
626,Ajwain Roti,Ajwain Roti,Bread,"Lunch,Dinner",1 Medium (40g),115,3.5,21.0,1.0,3.0,0.3,120,Veg,A,Yes,No,Moderate,Yes
627,Methi Roti,Methi Roti,Bread,"Lunch,Dinner",1 Medium (45g),120,4.0,21.0,2.0,4.0,0.5,130,Veg,A,Yes,No,Moderate,Yes
628,Palak Roti,Palak Roti,Bread,"Lunch,Dinner",1 Medium (45g),118,4.0,20.0,2.0,4.0,0.4,125,Veg,A,Yes,No,Moderate,Yes
629,Beetroot Roti,Beetroot Roti,Bread,"Lunch,Dinner",1 Medium (45g),120,4.0,21.0,2.0,4.0,0.6,125,Veg,A,Yes,No,Moderate,Yes
630,Carrot Roti,Carrot Roti,Bread,"Lunch,Dinner",1 Medium (45g),118,4.0,20.0,2.0,4.0,0.8,120,Veg,A,Yes,No,Moderate,Yes
631,Laccha Paratha,Laccha Paratha,Bread,"Lunch,Dinner",1 Medium (80g),285,6.0,34.0,13.0,2.0,1.5,360,Veg,C,Moderate,No,Yes,Moderate
633,Tawa Paratha,Tawa Paratha,Bread,"Breakfast,Lunch,Dinner",1 Medium (75g),250,6.0,31.0,10.0,2.0,1.0,320,Veg,B,Moderate,No,Moderate,Moderate
634,Dry Paratha,Dry Paratha,Bread,"Breakfast,Lunch,Dinner",1 Medium (75g),235,6.0,31.0,8.0,2.0,1.0,290,Veg,B,Moderate,No,Moderate,Yes
635,Triangle Paratha,Triangle Paratha,Bread,"Breakfast,Lunch,Dinner",1 Medium (75g),245,6.0,31.0,9.0,2.0,1.0,300,Veg,B,Moderate,No,Moderate,Yes
636,Sada Paratha,Sada Paratha,Bread,"Breakfast,Lunch,Dinner",1 Medium (75g),245,6.0,31.0,9.0,2.0,1.0,300,Veg,B,Moderate,No,Moderate,Yes
637,Khakhra,Khakhra,Bread,"Breakfast,Snack",2 Pieces (40g),160,5.0,26.0,4.0,4.0,0.8,240,Veg,A,Yes,No,Moderate,Yes
638,Whole Wheat Khakhra,Whole Wheat Khakhra,Bread,"Breakfast,Snack",2 Pieces (40g),155,5.0,25.0,4.0,4.0,0.7,220,Veg,A,Yes,No,Moderate,Yes
639,Masala Khakhra,Masala Khakhra,Bread,"Breakfast,Snack",2 Pieces (40g),170,5.0,26.0,5.0,4.0,1.0,260,Veg,B,Moderate,No,Moderate,Yes
640,Methi Khakhra,Methi Khakhra,Bread,"Breakfast,Snack",2 Pieces (40g),165,5.0,25.0,5.0,4.0,0.8,250,Veg,A,Yes,No,Moderate,Yes
641,Plain Thepla,Plain Thepla,Bread,"Breakfast,Lunch",2 Pieces (70g),215,6.0,32.0,7.0,4.0,1.5,290,Veg,A,Yes,No,Moderate,Yes
642,Methi Thepla,Methi Thepla,Bread,"Breakfast,Lunch",2 Pieces (70g),220,6.0,32.0,7.0,4.0,1.5,300,Veg,A,Yes,No,Moderate,Yes
643,Lauki Thepla,Lauki Thepla,Bread,"Breakfast,Lunch",2 Pieces (70g),210,6.0,31.0,7.0,4.0,1.2,280,Veg,A,Yes,No,Moderate,Yes
644,Palak Thepla,Palak Thepla,Bread,"Breakfast,Lunch",2 Pieces (70g),215,6.0,31.0,7.0,4.0,1.2,285,Veg,A,Yes,No,Moderate,Yes
645,Multigrain Thepla,Multigrain Thepla,Bread,"Breakfast,Lunch",2 Pieces (70g),225,7.0,31.0,8.0,5.0,1.2,290,Veg,A,Yes,Yes,Moderate,Yes
646,Butter Roti,Butter Roti,Indian Bread,"Lunch,Dinner",1 Medium (55g),190,5.0,29.0,6.0,2.0,1.0,320,Veg,C,Moderate,No,Yes,Moderate
647,Tandoori Butter Roti,Tandoori Butter Roti,Indian Bread,"Lunch,Dinner",1 Medium (60g),210,6.0,31.0,7.0,2.0,1.0,350,Veg,C,Moderate,No,Yes,Moderate
648,Butter Chapati,Butter Chapati,Indian Bread,"Lunch,Dinner",1 Medium (45g),155,4.0,22.0,5.0,2.0,0.5,230,Veg,B,Moderate,No,Moderate,Yes
649,Plain Naan,Plain Naan,Indian Bread,"Lunch,Dinner",1 Piece (90g),290,8.0,48.0,7.0,2.0,2.0,480,Veg,C,Moderate,No,Yes,Moderate
650,Butter Naan,Butter Naan,Indian Bread,"Lunch,Dinner",1 Piece (95g),340,8.0,49.0,11.0,2.0,2.0,560,Veg,D,No,Moderate,Yes,Moderate
651,Garlic Naan,Garlic Naan,Indian Bread,"Lunch,Dinner",1 Piece (95g),335,8.0,48.0,10.0,2.0,2.0,590,Veg,D,No,Moderate,Yes,Moderate
652,Garlic Butter Naan,Garlic Butter Naan,Indian Bread,"Lunch,Dinner",1 Piece (100g),360,8.0,49.0,13.0,2.0,2.0,620,Veg,D,No,Moderate,Yes,Moderate
653,Cheese Naan,Cheese Naan,Indian Bread,"Lunch,Dinner",1 Piece (110g),415,14.0,48.0,18.0,2.0,2.0,700,Veg,D,No,Yes,Yes,Moderate
654,Cheese Garlic Naan,Cheese Garlic Naan,Indian Bread,"Lunch,Dinner",1 Piece (115g),435,15.0,49.0,20.0,2.0,2.0,730,Veg,D,No,Yes,Yes,Moderate
655,Stuffed Naan,Stuffed Naan,Indian Bread,"Lunch,Dinner",1 Piece (110g),360,10.0,50.0,12.0,2.0,2.0,620,Veg,C,Moderate,Moderate,Yes,Moderate
656,Aloo Naan,Aloo Naan,Indian Bread,"Lunch,Dinner",1 Piece (110g),345,9.0,53.0,10.0,3.0,2.0,610,Veg,C,Moderate,Moderate,Moderate,Moderate
657,Paneer Naan,Paneer Naan,Indian Bread,"Lunch,Dinner",1 Piece (115g),390,16.0,47.0,16.0,2.0,2.0,650,Veg,C,Moderate,Yes,Yes,Moderate
658,Onion Naan,Onion Naan,Indian Bread,"Lunch,Dinner",1 Piece (105g),320,8.0,50.0,9.0,3.0,3.0,560,Veg,C,Moderate,Moderate,Moderate,Moderate
659,Masala Naan,Masala Naan,Indian Bread,"Lunch,Dinner",1 Piece (105g),325,8.0,50.0,9.0,3.0,3.0,570,Veg,C,Moderate,Moderate,Moderate,Moderate
660,Chilli Garlic Naan,Chilli Garlic Naan,Indian Bread,"Lunch,Dinner",1 Piece (105g),330,8.0,49.0,10.0,2.0,2.0,610,Veg,C,Moderate,Moderate,Moderate,Moderate
661,Plain Kulcha,Plain Kulcha,Indian Bread,"Lunch,Dinner",1 Piece (90g),280,8.0,47.0,7.0,2.0,2.0,470,Veg,C,Moderate,No,Moderate,Moderate
662,Butter Kulcha,Butter Kulcha,Indian Bread,"Lunch,Dinner",1 Piece (95g),330,8.0,47.0,11.0,2.0,2.0,560,Veg,D,No,Moderate,Yes,Moderate
663,Aloo Kulcha,Aloo Kulcha,Indian Bread,"Lunch,Dinner",1 Piece (110g),350,9.0,54.0,10.0,3.0,2.0,610,Veg,C,Moderate,Moderate,Moderate,Moderate
664,Paneer Kulcha,Paneer Kulcha,Indian Bread,"Lunch,Dinner",1 Piece (115g),390,15.0,48.0,16.0,2.0,2.0,650,Veg,C,Moderate,Yes,Yes,Moderate
665,Onion Kulcha,Onion Kulcha,Indian Bread,"Lunch,Dinner",1 Piece (105g),325,8.0,50.0,9.0,3.0,3.0,570,Veg,C,Moderate,Moderate,Moderate,Moderate
666,Amritsari Kulcha,Amritsari Kulcha,Indian Bread,"Lunch,Dinner",1 Piece (130g),420,12.0,60.0,15.0,4.0,3.0,720,Veg,D,No,Moderate,Yes,Moderate
667,Cheese Kulcha,Cheese Kulcha,Indian Bread,"Lunch,Dinner",1 Piece (120g),430,15.0,50.0,20.0,2.0,2.0,720,Veg,D,No,Yes,Yes,Moderate
668,Roomali Roti,Roomali Roti,Indian Bread,"Lunch,Dinner",1 Piece (60g),170,5.0,34.0,2.0,2.0,0.5,260,Veg,B,Moderate,No,Moderate,Yes
669,Rumali Roti,Rumali Roti,Indian Bread,"Lunch,Dinner",1 Piece (60g),170,5.0,34.0,2.0,2.0,0.5,260,Veg,B,Moderate,No,Moderate,Yes
670,Lachha Paratha,Lachha Paratha,Indian Bread,"Lunch,Dinner",1 Piece (90g),320,7.0,38.0,15.0,2.0,1.5,420,Veg,C,Moderate,Moderate,Yes,Moderate
671,Butter Lachha Paratha,Butter Lachha Paratha,Indian Bread,"Lunch,Dinner",1 Piece (95g),355,7.0,39.0,18.0,2.0,1.5,470,Veg,D,No,Moderate,Yes,Moderate
672,Malabar Parotta,Malabar Parotta,Indian Bread,"Lunch,Dinner",1 Piece (100g),330,7.0,39.0,16.0,2.0,1.0,460,Veg,D,No,Moderate,Yes,Moderate
673,Kerala Parotta,Kerala Parotta,Indian Bread,"Lunch,Dinner",1 Piece (100g),335,7.0,40.0,16.0,2.0,1.0,470,Veg,D,No,Moderate,Yes,Moderate
674,Tandoori Paratha,Tandoori Paratha,Indian Bread,"Lunch,Dinner",1 Piece (90g),295,7.0,36.0,12.0,2.0,1.0,380,Veg,C,Moderate,No,Moderate,Moderate
675,Butter Paratha,Butter Paratha,Indian Bread,"Lunch,Dinner",1 Piece (90g),340,7.0,36.0,17.0,2.0,1.0,430,Veg,D,No,Moderate,Yes,Moderate
676,Stuffed Kulcha,Stuffed Kulcha,Indian Bread,"Lunch,Dinner",1 Piece (120g),375,11.0,53.0,13.0,3.0,2.0,630,Veg,C,Moderate,Moderate,Yes,Moderate
677,Mixed Veg Kulcha,Mixed Veg Kulcha,Indian Bread,"Lunch,Dinner",1 Piece (120g),360,10.0,54.0,11.0,3.0,3.0,600,Veg,C,Moderate,Moderate,Moderate,Moderate
678,Hariyali Naan,Hariyali Naan,Indian Bread,"Lunch,Dinner",1 Piece (105g),330,9.0,48.0,10.0,3.0,2.0,580,Veg,C,Moderate,Moderate,Moderate,Moderate
679,Pudina Naan,Pudina Naan,Indian Bread,"Lunch,Dinner",1 Piece (100g),315,8.0,48.0,9.0,2.0,2.0,560,Veg,C,Moderate,Moderate,Moderate,Moderate
680,Sesame Naan,Sesame Naan,Indian Bread,"Lunch,Dinner",1 Piece (100g),325,9.0,47.0,10.0,3.0,2.0,560,Veg,C,Moderate,Moderate,Moderate,Moderate
681,Stuffed Paratha,Stuffed Paratha,Indian Bread,"Breakfast,Lunch,Dinner",1 Piece (100g),310,8.0,40.0,12.0,3.0,2.0,390,Veg,C,Moderate,Moderate,Moderate,Moderate
682,Whole Wheat Naan,Whole Wheat Naan,Indian Bread,"Lunch,Dinner",1 Piece (90g),270,9.0,44.0,6.0,3.0,2.0,430,Veg,B,Moderate,No,Moderate,Yes
683,Tandoori Naan,Tandoori Naan,Indian Bread,"Lunch,Dinner",1 Piece (90g),285,8.0,47.0,7.0,2.0,2.0,470,Veg,C,Moderate,No,Moderate,Moderate
684,Butter Tandoori Naan,Butter Tandoori Naan,Indian Bread,"Lunch,Dinner",1 Piece (95g),340,8.0,48.0,11.0,2.0,2.0,560,Veg,D,No,Moderate,Yes,Moderate
685,Khamiri Roti,Khamiri Roti,Indian Bread,"Lunch,Dinner",1 Piece (75g),220,6.0,42.0,3.0,2.0,1.0,300,Veg,B,Moderate,No,Moderate,Yes
686,Warqi Paratha,Warqi Paratha,Indian Bread,"Lunch,Dinner",1 Piece (90g),330,7.0,38.0,16.0,2.0,1.0,450,Veg,D,No,Moderate,Yes,Moderate
687,Tandoori Kulcha,Tandoori Kulcha,Indian Bread,"Lunch,Dinner",1 Piece (90g),285,8.0,47.0,7.0,2.0,2.0,470,Veg,C,Moderate,No,Moderate,Moderate
688,Butter Kulcha with Garlic,Butter Kulcha with Garlic,Indian Bread,"Lunch,Dinner",1 Piece (100g),350,8.0,48.0,12.0,2.0,2.0,600,Veg,D,No,Moderate,Yes,Moderate
689,Mini Naan,Mini Naan,Indian Bread,"Lunch,Dinner",2 Pieces (70g),220,6.0,36.0,6.0,2.0,2.0,360,Veg,B,Moderate,No,Moderate,Yes
690,Mini Butter Naan,Mini Butter Naan,Indian Bread,"Lunch,Dinner",2 Pieces (75g),255,6.0,37.0,8.0,2.0,2.0,420,Veg,C,Moderate,No,Yes,Moderate
691,Restaurant Roti,Restaurant Roti,Indian Bread,"Lunch,Dinner",1 Medium (55g),175,5.0,29.0,5.0,2.0,1.0,280,Veg,B,Moderate,No,Moderate,Yes
692,Butter Tandoori Roti,Butter Tandoori Roti,Indian Bread,"Lunch,Dinner",1 Medium (60g),215,6.0,31.0,8.0,2.0,1.0,360,Veg,C,Moderate,No,Yes,Moderate
693,Hotel Chapati,Hotel Chapati,Indian Bread,"Lunch,Dinner",1 Medium (45g),145,4.0,22.0,4.0,2.0,0.5,220,Veg,B,Moderate,No,Moderate,Yes
694,Plain Tandoori Bread,Plain Tandoori Bread,Indian Bread,"Lunch,Dinner",1 Piece (85g),275,8.0,45.0,7.0,2.0,2.0,450,Veg,C,Moderate,No,Moderate,Moderate
695,Butter Tandoori Bread,Butter Tandoori Bread,Indian Bread,"Lunch,Dinner",1 Piece (90g),325,8.0,46.0,10.0,2.0,2.0,530,Veg,D,No,Moderate,Yes,Moderate
696,Boiled Chicken,Boiled Chicken,Chicken,"Lunch,Dinner",100g,165,31.0,0.0,3.6,0.0,0.0,75,Non-Veg,A,Yes,Yes,Yes,Yes
697,Grilled Chicken,Grilled Chicken,Chicken,"Lunch,Dinner",100g,185,30.0,1.0,6.0,0.0,0.0,320,Non-Veg,A,Yes,Yes,Yes,Yes
698,Roasted Chicken,Roasted Chicken,Chicken,"Lunch,Dinner",100g,190,29.0,1.0,7.0,0.0,0.0,340,Non-Veg,A,Yes,Yes,Yes,Yes
699,Tandoori Chicken,Tandoori Chicken,Chicken,"Lunch,Dinner",100g,220,28.0,3.0,10.0,0.0,2.0,480,Non-Veg,B,Moderate,Yes,Yes,Moderate
700,Chicken Tikka,Chicken Tikka,Chicken,"Lunch,Dinner",100g,210,30.0,3.0,8.0,0.0,2.0,520,Non-Veg,A,Moderate,Yes,Yes,Moderate
701,Chicken Curry,Chicken Curry,Chicken,"Lunch,Dinner",1 Bowl (200g),310,27.0,8.0,18.0,2.0,3.0,620,Non-Veg,B,Moderate,Yes,Yes,Moderate
702,Chicken Masala,Chicken Masala,Chicken,"Lunch,Dinner",1 Bowl (200g),325,28.0,8.0,19.0,2.0,3.0,640,Non-Veg,B,Moderate,Yes,Yes,Moderate
703,Chicken Gravy,Chicken Gravy,Chicken,"Lunch,Dinner",1 Bowl (200g),305,27.0,7.0,18.0,2.0,3.0,610,Non-Veg,B,Moderate,Yes,Yes,Moderate
704,Chicken Handi,Chicken Handi,Chicken,"Lunch,Dinner",1 Bowl (200g),335,28.0,8.0,20.0,2.0,3.0,650,Non-Veg,C,Moderate,Yes,Yes,Moderate
705,Chicken Korma,Chicken Korma,Chicken,"Lunch,Dinner",1 Bowl (200g),360,25.0,10.0,24.0,2.0,4.0,680,Non-Veg,C,Moderate,Yes,Yes,Moderate
706,Butter Chicken,Butter Chicken,Chicken,"Lunch,Dinner",1 Bowl (220g),430,29.0,11.0,30.0,2.0,6.0,760,Non-Veg,D,No,Yes,Yes,Moderate
707,Chicken Do Pyaza,Chicken Do Pyaza,Chicken,"Lunch,Dinner",1 Bowl (200g),320,27.0,8.0,19.0,3.0,4.0,620,Non-Veg,B,Moderate,Yes,Yes,Moderate
708,Chicken Kolhapuri,Chicken Kolhapuri,Chicken,"Lunch,Dinner",1 Bowl (200g),335,28.0,7.0,21.0,2.0,3.0,670,Non-Veg,C,Moderate,Yes,Yes,Moderate
709,Chicken Chettinad,Chicken Chettinad,Chicken,"Lunch,Dinner",1 Bowl (200g),330,29.0,6.0,20.0,2.0,2.0,650,Non-Veg,C,Moderate,Yes,Yes,Moderate
710,Chicken Sukka,Chicken Sukka,Chicken,"Lunch,Dinner",1 Bowl (180g),315,29.0,5.0,19.0,2.0,2.0,590,Non-Veg,B,Moderate,Yes,Yes,Moderate
711,Chicken Fry,Chicken Fry,Chicken,"Lunch,Dinner",100g,285,26.0,6.0,18.0,1.0,1.0,620,Non-Veg,C,Moderate,Yes,Yes,Moderate
712,Chicken Pepper Fry,Chicken Pepper Fry,Chicken,"Lunch,Dinner",100g,275,27.0,4.0,17.0,1.0,1.0,590,Non-Veg,B,Moderate,Yes,Yes,Moderate
713,Chicken 65,Chicken 65,Chicken,"Lunch,Dinner",100g,330,24.0,11.0,22.0,1.0,1.0,760,Non-Veg,D,No,Yes,Yes,Moderate
714,Chicken Chilli,Chicken Chilli,Chicken,"Lunch,Dinner",100g,295,24.0,10.0,17.0,1.0,3.0,740,Non-Veg,C,Moderate,Yes,Yes,Moderate
715,Chicken Manchurian,Chicken Manchurian,Chicken,"Lunch,Dinner",100g,310,22.0,14.0,18.0,1.0,4.0,810,Non-Veg,D,No,Moderate,Yes,No
716,Chicken Lollipop,Chicken Lollipop,Chicken,"Snack,Dinner",4 Pieces (160g),360,28.0,12.0,22.0,1.0,2.0,820,Non-Veg,D,No,Yes,Yes,No
717,Chicken Wings,Chicken Wings,Chicken,"Snack,Dinner",100g,290,24.0,2.0,20.0,0.0,0.0,520,Non-Veg,C,Moderate,Yes,Yes,Moderate
718,Fried Chicken,Fried Chicken,Chicken,"Lunch,Dinner",100g,315,24.0,11.0,19.0,1.0,1.0,700,Non-Veg,D,No,Yes,Yes,No
719,Chicken Popcorn,Chicken Popcorn,Chicken,Snack,100g,340,21.0,17.0,20.0,1.0,1.0,760,Non-Veg,D,No,Moderate,Yes,No
720,Chicken Nuggets,Chicken Nuggets,Chicken,Snack,100g,305,18.0,18.0,18.0,1.0,1.0,720,Non-Veg,D,No,Moderate,Yes,No
721,Chicken Seekh Kebab,Chicken Seekh Kebab,Chicken,"Lunch,Dinner",100g,260,24.0,5.0,16.0,1.0,1.0,610,Non-Veg,B,Moderate,Yes,Yes,Moderate
722,Chicken Shami Kebab,Chicken Shami Kebab,Chicken,"Lunch,Dinner",100g,250,23.0,7.0,15.0,1.0,1.0,590,Non-Veg,B,Moderate,Yes,Yes,Moderate
723,Chicken Reshmi Kebab,Chicken Reshmi Kebab,Chicken,"Lunch,Dinner",100g,275,24.0,5.0,18.0,1.0,2.0,600,Non-Veg,C,Moderate,Yes,Yes,Moderate
724,Chicken Malai Tikka,Chicken Malai Tikka,Chicken,"Lunch,Dinner",100g,295,25.0,5.0,19.0,1.0,2.0,620,Non-Veg,C,Moderate,Yes,Yes,Moderate
725,Hariyali Chicken,Hariyali Chicken,Chicken,"Lunch,Dinner",100g,245,28.0,4.0,13.0,1.0,1.0,510,Non-Veg,B,Moderate,Yes,Yes,Moderate
726,Chicken Biryani,Chicken Biryani,Chicken,"Lunch,Dinner",1 Plate (300g),520,27.0,55.0,22.0,3.0,4.0,890,Non-Veg,D,No,Yes,Yes,No
727,Chicken Pulao,Chicken Pulao,Chicken,"Lunch,Dinner",1 Plate (250g),430,23.0,48.0,16.0,2.0,3.0,710,Non-Veg,C,Moderate,Yes,Yes,Moderate
728,Chicken Fried Rice,Chicken Fried Rice,Chicken,"Lunch,Dinner",1 Plate (250g),455,21.0,51.0,17.0,2.0,3.0,760,Non-Veg,C,Moderate,Yes,Yes,Moderate
729,Chicken Noodles,Chicken Noodles,Chicken,"Lunch,Dinner",1 Plate (250g),440,20.0,55.0,15.0,2.0,3.0,810,Non-Veg,C,Moderate,Moderate,Moderate,No
730,Chicken Soup,Chicken Soup,Chicken,"Lunch,Dinner",1 Bowl (250ml),110,14.0,4.0,4.0,1.0,1.0,420,Non-Veg,A,Yes,Yes,Yes,Yes
731,Chicken Clear Soup,Chicken Clear Soup,Chicken,"Lunch,Dinner",1 Bowl (250ml),75,13.0,2.0,2.0,0.0,0.0,310,Non-Veg,A,Yes,Yes,Yes,Yes
732,Chicken Hot and Sour Soup,Chicken Hot and Sour Soup,Chicken,"Lunch,Dinner",1 Bowl (250ml),120,12.0,8.0,5.0,1.0,2.0,520,Non-Veg,B,Moderate,Yes,Moderate,Moderate
733,Chicken Sweet Corn Soup,Chicken Sweet Corn Soup,Chicken,"Lunch,Dinner",1 Bowl (250ml),150,11.0,16.0,5.0,2.0,4.0,480,Non-Veg,B,Moderate,Moderate,Moderate,Moderate
734,Chicken Keema,Chicken Keema,Chicken,"Lunch,Dinner",100g,275,24.0,4.0,18.0,1.0,1.0,520,Non-Veg,B,Moderate,Yes,Yes,Moderate
735,Chicken Keema Masala,Chicken Keema Masala,Chicken,"Lunch,Dinner",1 Bowl (180g),320,25.0,6.0,21.0,2.0,2.0,610,Non-Veg,C,Moderate,Yes,Yes,Moderate
736,Chicken Bhuna,Chicken Bhuna,Chicken,"Lunch,Dinner",1 Bowl (200g),330,28.0,7.0,20.0,2.0,3.0,650,Non-Veg,C,Moderate,Yes,Yes,Moderate
737,Chicken Kadai,Chicken Kadai,Chicken,"Lunch,Dinner",1 Bowl (200g),325,28.0,8.0,19.0,2.0,3.0,640,Non-Veg,B,Moderate,Yes,Yes,Moderate
738,Chicken Hyderabadi,Chicken Hyderabadi,Chicken,"Lunch,Dinner",1 Bowl (200g),340,28.0,8.0,21.0,2.0,3.0,670,Non-Veg,C,Moderate,Yes,Yes,Moderate
739,Chicken Mughlai,Chicken Mughlai,Chicken,"Lunch,Dinner",1 Bowl (220g),410,27.0,10.0,29.0,2.0,5.0,730,Non-Veg,D,No,Yes,Yes,Moderate
740,Chicken Roast Masala,Chicken Roast Masala,Chicken,"Lunch,Dinner",100g,285,28.0,5.0,17.0,1.0,1.0,560,Non-Veg,B,Moderate,Yes,Yes,Moderate
741,Boneless Chicken,Boneless Chicken,Chicken,"Lunch,Dinner",100g,180,31.0,0.0,5.0,0.0,0.0,80,Non-Veg,A,Yes,Yes,Yes,Yes
742,Chicken Breast,Chicken Breast,Chicken,"Lunch,Dinner",100g,165,31.0,0.0,3.6,0.0,0.0,75,Non-Veg,A,Yes,Yes,Yes,Yes
743,Chicken Leg,Chicken Leg,Chicken,"Lunch,Dinner",100g,215,27.0,0.0,11.0,0.0,0.0,90,Non-Veg,B,Yes,Yes,Moderate,Yes
744,Chicken Drumstick,Chicken Drumstick,Chicken,"Lunch,Dinner",100g,210,26.0,0.0,10.0,0.0,0.0,90,Non-Veg,B,Yes,Yes,Moderate,Yes
745,Chicken Thigh,Chicken Thigh,Chicken,"Lunch,Dinner",100g,225,25.0,0.0,13.0,0.0,0.0,95,Non-Veg,B,Yes,Yes,Moderate,Yes
749,Home Style Chicken,Home Style Chicken,Chicken,"Lunch,Dinner",1 Bowl (220g),300,28.0,6.0,17.0,2.0,2.0,580,Non-Veg,A,Yes,Yes,Yes,Yes
759,Chicken Pepper Masala,Chicken Pepper Masala,Chicken,"Lunch,Dinner",1 Bowl (200g),300,29.0,5.0,17.0,1.0,2.0,560,Non-Veg,B,Moderate,Yes,Yes,Moderate
761,Chicken Keema Curry,Chicken Keema Curry,Chicken,"Lunch,Dinner",1 Bowl (200g),310,25.0,6.0,19.0,2.0,2.0,590,Non-Veg,B,Moderate,Yes,Yes,Moderate
762,Chicken Methi,Chicken Methi,Chicken,"Lunch,Dinner",1 Bowl (200g),295,28.0,6.0,16.0,2.0,2.0,560,Non-Veg,B,Moderate,Yes,Yes,Moderate
763,Palak Chicken,Palak Chicken,Chicken,"Lunch,Dinner",1 Bowl (220g),285,28.0,5.0,15.0,3.0,2.0,520,Non-Veg,A,Yes,Yes,Yes,Yes
764,Chicken Saag,Chicken Saag,Chicken,"Lunch,Dinner",1 Bowl (220g),290,28.0,5.0,16.0,3.0,2.0,530,Non-Veg,A,Yes,Yes,Yes,Yes
765,Chicken Lababdar,Chicken Lababdar,Chicken,"Lunch,Dinner",1 Bowl (220g),395,28.0,11.0,26.0,2.0,5.0,710,Non-Veg,D,No,Yes,Yes,Moderate
766,Chicken Afghani,Chicken Afghani,Chicken,"Lunch,Dinner",1 Bowl (220g),370,29.0,8.0,24.0,2.0,3.0,680,Non-Veg,C,Moderate,Yes,Yes,Moderate
